id:ID,label:LABEL,name,concept,value,normalized_value,value_type,unit_ref,source_file,dimensions,description
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_882a1ddfb64b,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,620758,620758,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken45""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_6f8bf7a54145,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,353596,353596,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken46""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_3a46722fc8fc,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,1389388,1389388,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken47""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_b8741cb26abb,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,729199,729199,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken48""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_4c3d73f576e4,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,3132228,3132228,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken49""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_d4b2fdcfbd74,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,1767314,1767314,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken50""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_c761331a8130,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,4915358,4915358,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken51""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_ca584426fa62,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,351543,351543,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken52""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_97a628d27684,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,23319403,23319403,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken53""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_a6b9e9feed41,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,3696600,3696600,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken54""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_fcfa4d3f6f65,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,3767572,3767572,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken55""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_0cabda65aae1,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,1170731,1170731,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken56""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_d86fce4bf813,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,39790315,39790315,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken57""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_5498b6ad9ed5,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,46275896,46275896,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken58""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_41aadcbbb4b7,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,1033475,1033475,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken59""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_943e1755420a,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,2932540,2932540,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken60""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_412f01074cd8,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,595276,595276,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken61""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_9ac216a67e46,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,38114307,38114307,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken62""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_7b695821fc60,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,10332536,10332536,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken63""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_330abdbea761,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,8246270,8246270,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken64""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_05da60541266,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,7731614,7731614,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken65""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_bc829a51ba49,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,3796943,3796943,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken66""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_34b616035950,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,14396030,14396030,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken67""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_65362004325d,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,443429,443429,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken68""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_813a13597562,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,131465,131465,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken69""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_e022dbc287a7,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,46278752,46278752,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken70""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_fd5d655c00ae,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,15536774,15536774,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken71""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_1acdd659534c,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,4649284,4649284,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken72""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_0117e636aed9,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,18076423,18076423,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken73""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_1b953c4ebd50,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,38647031,38647031,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken74""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_4d0ba7229a82,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,1215012,1215012,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken75""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_fd5534da0d93,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,296627,296627,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken76""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_547cee833929,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,25547906,25547906,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken77""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_0d524669a8b5,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,1380130,1380130,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken78""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_0e9784c69180,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,816412,816412,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken79""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_10e4c1bc2762,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,527552,527552,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken80""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_09c61efbd35c,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,1774635,1774635,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken81""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_a42013ac4389,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,10912708,10912708,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken82""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_ef7cd66f593a,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,11070260,11070260,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken83""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_164e647af3c7,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,1714155,1714155,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken84""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_d3d1736ebc26,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,1726858,1726858,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken85""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_1ca3c55b4080,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,3094393,3094393,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken86""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_91f00c8f12e5,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,5148258,5148258,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken87""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_f0599fbcd05c,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,859988,859988,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken88""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_1762de448db4,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,9147917,9147917,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken89""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_75b9df928172,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,396500,396500,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken90""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_a482a1424612,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,1093342,1093342,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken91""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_68b120c9e212,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,259945,259945,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken92""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_d4e016512ee4,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,1847983,1847983,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken93""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_c33a7fbdcc9f,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,7387081,7387081,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken94""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_9afe72b221e4,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,1237083,1237083,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken95""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_e2021b9bae2f,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,841242,841242,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken96""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_1342382dab3a,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,809171,809171,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken97""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_1e5b15e0e747,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,151474505,151474505,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken98""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_1f281d0af109,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,3463865,3463865,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken99""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_e3a2799b747a,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,1693293,1693293,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken100""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_c603988087ef,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,319863,319863,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken101""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_a1b2c09b4ba7,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,704569364,704569364,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken102""}",
Fact_INFOSYS_PercentageOfFemaleBoardOfDirectors_2023_f8a3aaaebf48,ESGMetric;Fact,INFOSYS PercentageOfFemaleBoardOfDirectors (2023),PercentageOfFemaleBoardOfDirectors,0.2223,0.2223,percentage,pure,FY2023-24.xml,{},
Year_2024,Year,2024,,,,,,,,
Fact_INFOSYS_TotalEnergyConsumedFromRenewableSources_2024_58f69478f995,ESGMetric;Fact,INFOSYS TotalEnergyConsumedFromRenewableSources (2024),TotalEnergyConsumedFromRenewableSources,585702,585702,numeric,Gigajoule,FY2024-25.xml,{},
Fact_INFOSYS_TotalEnergyConsumedFromRenewableSources_2024_91acaa124ca0,ESGMetric;Fact,INFOSYS TotalEnergyConsumedFromRenewableSources (2024),TotalEnergyConsumedFromRenewableSources,485753,485753,numeric,Gigajoule,FY2024-25.xml,{},
Fact_INFOSYS_TotalVolumeOfWaterWithdrawal_2024_68539516459e,ESGMetric;Fact,INFOSYS TotalVolumeOfWaterWithdrawal (2024),TotalVolumeOfWaterWithdrawal,2085580,2085580,numeric,Kiloliters,FY2024-25.xml,{},
Fact_INFOSYS_TotalVolumeOfWaterWithdrawal_2024_bc40a5e18dc1,ESGMetric;Fact,INFOSYS TotalVolumeOfWaterWithdrawal (2024),TotalVolumeOfWaterWithdrawal,2317208,2317208,numeric,Kiloliters,FY2024-25.xml,{},
Fact_INFOSYS_TotalScope1Emissions_2024_152a66107d0d,ESGMetric;Fact,INFOSYS TotalScope1Emissions (2024),TotalScope1Emissions,8745,8745,numeric,MtCO2e,FY2024-25.xml,{},
Fact_INFOSYS_TotalScope1Emissions_2024_37587f7643fd,ESGMetric;Fact,INFOSYS TotalScope1Emissions (2024),TotalScope1Emissions,7150,7150,numeric,MtCO2e,FY2024-25.xml,{},
Fact_INFOSYS_TotalScope2Emissions_2024_e925dfe3d07b,ESGMetric;Fact,INFOSYS TotalScope2Emissions (2024),TotalScope2Emissions,38586,38586,numeric,MtCO2e,FY2024-25.xml,{},
Fact_INFOSYS_TotalScope2Emissions_2024_fe9a10835c00,ESGMetric;Fact,INFOSYS TotalScope2Emissions (2024),TotalScope2Emissions,55881,55881,numeric,MtCO2e,FY2024-25.xml,{},
Fact_INFOSYS_TotalWasteGenerated_2024_b9e31f532f74,ESGMetric;Fact,INFOSYS TotalWasteGenerated (2024),TotalWasteGenerated,11689.77,11689.77,percentage,Tonne,FY2024-25.xml,{},
Fact_INFOSYS_TotalWasteGenerated_2024_b06f2215397d,ESGMetric;Fact,INFOSYS TotalWasteGenerated (2024),TotalWasteGenerated,49583.58,49583.58,percentage,Tonne,FY2024-25.xml,{},
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_64dc1da2ea2a,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2024),AmountSpentForCSRProjectsUndertaken,20423222,20423222,numeric,INR,FY2024-25.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken1""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_d492ad109f0e,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2024),AmountSpentForCSRProjectsUndertaken,4286641,4286641,numeric,INR,FY2024-25.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken2""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_b8e21ab21117,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2024),AmountSpentForCSRProjectsUndertaken,2918780,2918780,numeric,INR,FY2024-25.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken3""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_8225c4d94878,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2024),AmountSpentForCSRProjectsUndertaken,5613967,5613967,numeric,INR,FY2024-25.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken4""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_a73c26f7108f,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2024),AmountSpentForCSRProjectsUndertaken,3540904,3540904,numeric,INR,FY2024-25.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken5""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_bc97996530cb,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2024),AmountSpentForCSRProjectsUndertaken,434323,434323,numeric,INR,FY2024-25.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken6""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_45dbc7580508,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2024),AmountSpentForCSRProjectsUndertaken,171388,171388,numeric,INR,FY2024-25.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken7""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_ffeef7ef51e7,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2024),AmountSpentForCSRProjectsUndertaken,269653,269653,numeric,INR,FY2024-25.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken8""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_537597a5b2d8,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2024),AmountSpentForCSRProjectsUndertaken,207421,207421,numeric,INR,FY2024-25.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken9""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_3b20869d021b,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2024),AmountSpentForCSRProjectsUndertaken,5524261,5524261,numeric,INR,FY2024-25.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken10""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_1f5a33d324b9,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2024),AmountSpentForCSRProjectsUndertaken,1076176,1076176,numeric,INR,FY2024-25.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken11""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_afa60ad20079,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2024),AmountSpentForCSRProjectsUndertaken,403160,403160,numeric,INR,FY2024-25.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken12""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_43a279685cb9,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2024),AmountSpentForCSRProjectsUndertaken,184499,184499,numeric,INR,FY2024-25.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken13""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_f4a398dfe339,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2024),AmountSpentForCSRProjectsUndertaken,2033582,2033582,numeric,INR,FY2024-25.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken14""}",
